row_id,entity_id,snapshot_month,tenure_months,monthly_usage_hours,usage_change_90d,support_tickets_90d,late_payments_180d,plan_tier,region,marketing_contacts_30d,future_refund_30d,churn_30d
customer-0068-2025-02,customer-0068,2025-02,36,24.676,-1.841,1,0,standard,west,3,0,0
customer-0068-2025-03,customer-0068,2025-03,37,27.050,-3.510,4,0,standard,west,0,0,0
customer-0069-2025-01,customer-0069,2025-01,31,18.268,-1.555,1,1,standard,west,4,0,0
customer-0069-2025-02,customer-0069,2025-02,32,14.975,-7.157,4,1,standard,west,3,0,1
customer-0069-2025-03,customer-0069,2025-03,33,15.425,-2.978,0,1,standard,west,0,0,0
customer-0070-2025-01,customer-0070,2025-01,8,21.574,-0.874,2,0,standard,east,4,0,0
customer-0070-2025-02,customer-0070,2025-02,9,19.905,-3.806,2,0,standard,east,3,0,0
customer-0070-2025-03,customer-0070,2025-03,10,19.024,-6.195,3,0,standard,east,1,1,1
customer-0071-2025-01,customer-0071,2025-01,6,25.455,0.629,0,1,basic,north,1,0,0
customer-0071-2025-02,customer-0071,2025-02,7,18.749,-8.407,0,0,basic,north,3,0,0
customer-0071-2025-03,customer-0071,2025-03,8,22.136,-11.336,1,0,basic,north,1,0,0
customer-0072-2025-01,customer-0072,2025-01,1,23.104,-7.960,1,0,basic,north,2,1,1
customer-0072-2025-02,customer-0072,2025-02,2,24.461,3.397,0,0,basic,north,3,0,0
customer-0072-2025-03,customer-0072,2025-03,3,23.381,-5.750,0,1,basic,north,4,0,0
customer-0073-2025-01,customer-0073,2025-01,12,29.655,-2.888,0,0,basic,west,4,1,1
customer-0073-2025-02,customer-0073,2025-02,13,27.914,3.194,2,0,basic,west,2,0,0
customer-0073-2025-03,customer-0073,2025-03,14,26.579,-0.577,0,0,basic,west,2,0,0
customer-0074-2025-01,customer-0074,2025-01,6,21.528,-7.048,1,1,basic,south,0,0,1
customer-0074-2025-02,customer-0074,2025-02,7,24.546,2.341,0,1,basic,south,0,0,0
customer-0074-2025-03,customer-0074,2025-03,8,23.826,-1.133,1,0,basic,south,3,0,0
customer-0075-2025-01,customer-0075,2025-01,21,18.769,-10.228,0,0,standard,east,2,0,0
customer-0075-2025-02,customer-0075,2025-02,22,15.978,-6.803,0,0,standard,east,4,0,0
customer-0075-2025-03,customer-0075,2025-03,23,23.883,11.741,0,0,standard,east,1,0,0
customer-0076-2025-01,customer-0076,2025-01,29,16.502,-9.705,0,0,premium,west,4,0,0
customer-0076-2025-02,customer-0076,2025-02,30,14.025,-3.853,0,0,premium,west,2,0,0
customer-0076-2025-03,customer-0076,2025-03,31,11.580,-13.827,1,0,premium,west,1,0,0
customer-0077-2025-01,customer-0077,2025-01,41,26.548,2.600,0,0,basic,north,3,0,0
customer-0077-2025-02,customer-0077,2025-02,42,28.871,3.218,0,1,basic,north,1,0,0
customer-0077-2025-03,customer-0077,2025-03,43,20.775,-4.862,1,0,basic,north,1,0,0
customer-0078-2025-01,customer-0078,2025-01,16,10.033,-12.167,0,0,premium,west,1,0,0
customer-0078-2025-02,customer-0078,2025-02,17,11.891,0.033,0,0,premium,west,4,0,0
customer-0078-2025-03,customer-0078,2025-03,18,11.488,-5.344,0,0,premium,west,1,0,0
customer-0079-2025-01,customer-0079,2025-01,19,23.993,-7.104,0,1,basic,north,3,1,1
customer-0079-2025-02,customer-0079,2025-02,20,30.289,-2.132,0,0,basic,north,1,1,0
customer-0079-2025-03,customer-0079,2025-03,21,28.257,-11.392,0,0,basic,north,2,0,0
customer-0080-2025-01,customer-0080,2025-01,44,21.577,-7.404,1,0,basic,west,3,0,0
customer-0080-2025-02,customer-0080,2025-02,45,23.732,8.114,2,2,basic,west,3,0,0
customer-0080-2025-03,customer-0080,2025-03,46,25.187,-0.559,1,0,basic,west,0,0,0
customer-0081-2025-01,customer-0081,2025-01,16,30.057,-5.639,0,0,premium,north,0,0,0
customer-0081-2025-02,customer-0081,2025-02,17,25.325,-2.472,0,1,premium,north,0,0,0
customer-0081-2025-03,customer-0081,2025-03,18,26.269,-9.267,0,0,premium,north,2,0,0
customer-0082-2025-01,customer-0082,2025-01,21,17.976,2.647,0,0,standard,south,1,0,0
customer-0082-2025-02,customer-0082,2025-02,22,14.666,-8.939,0,1,standard,south,4,0,0
customer-0082-2025-03,customer-0082,2025-03,23,21.641,8.353,1,1,standard,south,3,0,0
customer-0083-2025-01,customer-0083,2025-01,32,20.007,-7.434,0,0,basic,west,4,0,0
customer-0083-2025-02,customer-0083,2025-02,33,20.265,-1.506,5,0,basic,west,1,0,0
customer-0083-2025-03,customer-0083,2025-03,34,25.198,4.436,2,0,basic,west,0,1,1
customer-0084-2025-01,customer-0084,2025-01,41,18.050,-4.808,4,1,basic,north,0,0,0
customer-0084-2025-02,customer-0084,2025-02,42,20.601,-1.076,0,1,basic,north,4,0,0
customer-0084-2025-03,customer-0084,2025-03,43,22.252,-0.895,1,0,basic,north,1,0,0
customer-0085-2025-01,customer-0085,2025-01,37,17.506,9.586,4,0,standard,south,2,0,0
customer-0085-2025-02,customer-0085,2025-02,38,13.845,-10.154,1,0,standard,south,0,0,0
customer-0085-2025-03,customer-0085,2025-03,39,11.460,-13.222,0,1,standard,south,0,0,0
customer-0086-2025-01,customer-0086,2025-01,36,33.214,-9.124,0,0,basic,south,2,0,0
customer-0086-2025-02,customer-0086,2025-02,37,27.400,-14.074,0,0,basic,south,4,1,1
customer-0086-2025-03,customer-0086,2025-03,38,30.687,-9.120,1,0,basic,south,2,0,0
customer-0087-2025-01,customer-0087,2025-01,33,23.513,4.250,2,0,premium,east,0,0,0
customer-0087-2025-02,customer-0087,2025-02,34,22.597,16.412,0,1,premium,east,1,0,0
customer-0087-2025-03,customer-0087,2025-03,35,18.422,-0.716,0,0,premium,east,4,0,0
customer-0088-2025-01,customer-0088,2025-01,45,19.504,2.476,0,0,standard,west,1,0,0
customer-0088-2025-02,customer-0088,2025-02,46,21.782,-0.444,0,1,standard,west,3,1,0
customer-0088-2025-03,customer-0088,2025-03,47,21.937,-7.331,2,0,standard,west,1,0,0
customer-0089-2025-01,customer-0089,2025-01,8,20.732,1.674,1,1,premium,east,1,0,0
customer-0089-2025-02,customer-0089,2025-02,9,18.978,-15.493,0,0,premium,east,4,0,0
customer-0089-2025-03,customer-0089,2025-03,10,27.762,0.529,0,0,premium,east,3,0,0
customer-0090-2025-01,customer-0090,2025-01,17,30.758,8.443,4,0,standard,north,3,0,0
customer-0090-2025-02,customer-0090,2025-02,18,27.341,3.925,1,1,standard,north,0,0,0
customer-0090-2025-03,customer-0090,2025-03,19,27.605,2.667,2,0,standard,north,3,0,0
customer-0091-2025-01,customer-0091,2025-01,33,15.549,-1.974,0,1,standard,south,0,0,0
customer-0091-2025-02,customer-0091,2025-02,34,17.269,-4.367,0,1,standard,south,4,0,0
customer-0091-2025-03,customer-0091,2025-03,35,15.047,-10.136,0,1,standard,south,1,0,0
customer-0092-2025-01,customer-0092,2025-01,22,22.180,4.335,3,0,basic,east,0,0,0
customer-0092-2025-02,customer-0092,2025-02,23,19.990,-2.440,0,1,basic,east,3,0,0
customer-0092-2025-03,customer-0092,2025-03,24,23.290,3.334,2,0,basic,east,2,0,0
customer-0093-2025-01,customer-0093,2025-01,36,28.096,1.427,0,1,standard,west,0,0,0
customer-0093-2025-02,customer-0093,2025-02,37,21.637,-2.268,1,0,standard,west,1,0,0
customer-0093-2025-03,customer-0093,2025-03,38,18.230,-12.734,1,0,standard,west,4,0,0
customer-0094-2025-01,customer-0094,2025-01,24,20.603,1.892,0,1,premium,south,0,0,0
customer-0094-2025-02,customer-0094,2025-02,25,17.086,-3.852,0,0,premium,south,3,0,0
customer-0094-2025-03,customer-0094,2025-03,26,22.135,-2.337,0,0,premium,south,1,0,0
customer-0095-2025-01,customer-0095,2025-01,45,17.579,7.113,1,2,premium,south,2,0,0
customer-0095-2025-02,customer-0095,2025-02,46,9.191,1.339,3,0,premium,south,2,0,0
customer-0095-2025-03,customer-0095,2025-03,47,16.750,10.618,3,0,premium,south,2,0,0
customer-0096-2025-01,customer-0096,2025-01,23,25.302,-0.026,0,1,standard,north,1,0,0
customer-0096-2025-02,customer-0096,2025-02,24,24.124,-4.605,0,0,standard,north,3,0,0
customer-0096-2025-03,customer-0096,2025-03,25,23.067,7.654,0,0,standard,north,3,0,0
customer-0097-2025-01,customer-0097,2025-01,15,14.837,-6.409,0,0,standard,north,1,0,0
customer-0097-2025-02,customer-0097,2025-02,16,13.211,-6.504,2,0,standard,north,4,1,1
