row_id,entity_id,split
customer-0085-2025-03,customer-0085,train
customer-0086-2025-01,customer-0086,train
customer-0086-2025-02,customer-0086,train
customer-0086-2025-03,customer-0086,train
customer-0087-2025-01,customer-0087,validation
customer-0087-2025-02,customer-0087,validation
customer-0087-2025-03,customer-0087,validation
customer-0088-2025-01,customer-0088,validation
customer-0088-2025-02,customer-0088,validation
customer-0088-2025-03,customer-0088,validation
customer-0089-2025-01,customer-0089,validation
customer-0089-2025-02,customer-0089,validation
customer-0089-2025-03,customer-0089,validation
customer-0090-2025-01,customer-0090,train
customer-0090-2025-02,customer-0090,train
customer-0090-2025-03,customer-0090,train
customer-0091-2025-01,customer-0091,train
customer-0091-2025-02,customer-0091,train
customer-0091-2025-03,customer-0091,train
customer-0092-2025-01,customer-0092,validation
customer-0092-2025-02,customer-0092,validation
customer-0092-2025-03,customer-0092,validation
customer-0093-2025-01,customer-0093,validation
customer-0093-2025-02,customer-0093,validation
customer-0093-2025-03,customer-0093,validation
customer-0094-2025-01,customer-0094,train
customer-0094-2025-02,customer-0094,train
customer-0094-2025-03,customer-0094,train
customer-0095-2025-01,customer-0095,validation
customer-0095-2025-02,customer-0095,validation
customer-0095-2025-03,customer-0095,validation
customer-0096-2025-01,customer-0096,train
customer-0096-2025-02,customer-0096,train
customer-0096-2025-03,customer-0096,train
customer-0097-2025-01,customer-0097,train
customer-0097-2025-02,customer-0097,train
customer-0097-2025-03,customer-0097,train
customer-0098-2025-01,customer-0098,train
customer-0098-2025-02,customer-0098,train
customer-0098-2025-03,customer-0098,train
customer-0099-2025-01,customer-0099,train
customer-0099-2025-02,customer-0099,train
customer-0099-2025-03,customer-0099,train
customer-0100-2025-01,customer-0100,validation
customer-0100-2025-02,customer-0100,validation
customer-0100-2025-03,customer-0100,validation
customer-0101-2025-01,customer-0101,validation
customer-0101-2025-02,customer-0101,validation
customer-0101-2025-03,customer-0101,validation
customer-0102-2025-01,customer-0102,test
customer-0102-2025-02,customer-0102,test
customer-0102-2025-03,customer-0102,test
customer-0103-2025-01,customer-0103,train
customer-0103-2025-02,customer-0103,train
customer-0103-2025-03,customer-0103,train
customer-0104-2025-01,customer-0104,test
customer-0104-2025-02,customer-0104,test
customer-0104-2025-03,customer-0104,test
customer-0105-2025-01,customer-0105,validation
customer-0105-2025-02,customer-0105,validation
customer-0105-2025-03,customer-0105,validation
customer-0106-2025-01,customer-0106,train
customer-0106-2025-02,customer-0106,train
customer-0106-2025-03,customer-0106,train
customer-0107-2025-01,customer-0107,train
customer-0107-2025-02,customer-0107,train
customer-0107-2025-03,customer-0107,train
customer-0108-2025-01,customer-0108,test
customer-0108-2025-02,customer-0108,test
customer-0108-2025-03,customer-0108,test
customer-0109-2025-01,customer-0109,test
customer-0109-2025-02,customer-0109,test
customer-0109-2025-03,customer-0109,test
customer-0110-2025-01,customer-0110,test
customer-0110-2025-02,customer-0110,test
customer-0110-2025-03,customer-0110,test
customer-0111-2025-01,customer-0111,test
customer-0111-2025-02,customer-0111,test
customer-0111-2025-03,customer-0111,test
customer-0112-2025-01,customer-0112,test
customer-0112-2025-02,customer-0112,test
customer-0112-2025-03,customer-0112,test
customer-0113-2025-01,customer-0113,test
customer-0113-2025-02,customer-0113,test
customer-0113-2025-03,customer-0113,test
customer-0114-2025-01,customer-0114,validation
customer-0114-2025-02,customer-0114,validation
customer-0114-2025-03,customer-0114,validation
customer-0115-2025-01,customer-0115,train
customer-0115-2025-02,customer-0115,train
customer-0115-2025-03,customer-0115,train
customer-0116-2025-01,customer-0116,train
customer-0116-2025-02,customer-0116,train
customer-0116-2025-03,customer-0116,train
customer-0117-2025-01,customer-0117,train
customer-0117-2025-02,customer-0117,train
customer-0117-2025-03,customer-0117,train
customer-0118-2025-01,customer-0118,train
customer-0118-2025-02,customer-0118,train
customer-0118-2025-03,customer-0118,train
customer-0119-2025-01,customer-0119,train
customer-0119-2025-02,customer-0119,train
customer-0119-2025-03,customer-0119,train
customer-0120-2025-01,customer-0120,test
customer-0120-2025-02,customer-0120,test
customer-0120-2025-03,customer-0120,test
customer-0121-2025-01,customer-0121,validation
customer-0121-2025-02,customer-0121,validation
customer-0121-2025-03,customer-0121,validation
customer-0122-2025-01,customer-0122,train
customer-0122-2025-02,customer-0122,train
customer-0122-2025-03,customer-0122,train
customer-0123-2025-01,customer-0123,train
customer-0123-2025-02,customer-0123,train
customer-0123-2025-03,customer-0123,train
customer-0124-2025-01,customer-0124,train
customer-0124-2025-02,customer-0124,train
customer-0124-2025-03,customer-0124,train
customer-0125-2025-01,customer-0125,train
customer-0125-2025-02,customer-0125,train
customer-0125-2025-03,customer-0125,train
customer-0126-2025-01,customer-0126,train
customer-0126-2025-02,customer-0126,train
customer-0126-2025-03,customer-0126,train
customer-0127-2025-01,customer-0127,train
customer-0127-2025-02,customer-0127,train
customer-0127-2025-03,customer-0127,train
customer-0128-2025-01,customer-0128,test
customer-0128-2025-02,customer-0128,test
customer-0128-2025-03,customer-0128,test
customer-0129-2025-01,customer-0129,train
customer-0129-2025-02,customer-0129,train
customer-0129-2025-03,customer-0129,train
customer-0130-2025-01,customer-0130,train
customer-0130-2025-02,customer-0130,train
customer-0130-2025-03,customer-0130,train
customer-0131-2025-01,customer-0131,train
customer-0131-2025-02,customer-0131,train
customer-0131-2025-03,customer-0131,train
customer-0132-2025-01,customer-0132,test
customer-0132-2025-02,customer-0132,test
customer-0132-2025-03,customer-0132,test
customer-0133-2025-01,customer-0133,test
customer-0133-2025-02,customer-0133,test
customer-0133-2025-03,customer-0133,test
customer-0134-2025-01,customer-0134,test
customer-0134-2025-02,customer-0134,test
customer-0134-2025-03,customer-0134,test
customer-0135-2025-01,customer-0135,validation
customer-0135-2025-02,customer-0135,validation
customer-0135-2025-03,customer-0135,validation
customer-0136-2025-01,customer-0136,test
customer-0136-2025-02,customer-0136,test
customer-0136-2025-03,customer-0136,test
customer-0137-2025-01,customer-0137,train
customer-0137-2025-02,customer-0137,train
customer-0137-2025-03,customer-0137,train
customer-0138-2025-01,customer-0138,train
customer-0138-2025-02,customer-0138,train
customer-0138-2025-03,customer-0138,train
customer-0139-2025-01,customer-0139,train
customer-0139-2025-02,customer-0139,train
customer-0139-2025-03,customer-0139,train
customer-0140-2025-01,customer-0140,train
customer-0140-2025-02,customer-0140,train
customer-0140-2025-03,customer-0140,train
customer-0141-2025-01,customer-0141,train
customer-0141-2025-02,customer-0141,train
customer-0141-2025-03,customer-0141,train
customer-0142-2025-01,customer-0142,validation
customer-0142-2025-02,customer-0142,validation
customer-0142-2025-03,customer-0142,validation
customer-0143-2025-01,customer-0143,train
customer-0143-2025-02,customer-0143,train
customer-0143-2025-03,customer-0143,train
customer-0144-2025-01,customer-0144,train
customer-0144-2025-02,customer-0144,train
customer-0144-2025-03,customer-0144,train
customer-0145-2025-01,customer-0145,train
customer-0145-2025-02,customer-0145,train
customer-0145-2025-03,customer-0145,train
customer-0146-2025-01,customer-0146,train
customer-0146-2025-02,customer-0146,train
customer-0146-2025-03,customer-0146,train
customer-0147-2025-01,customer-0147,train
customer-0147-2025-02,customer-0147,train
customer-0147-2025-03,customer-0147,train
customer-0148-2025-01,customer-0148,test
customer-0148-2025-02,customer-0148,test
customer-0148-2025-03,customer-0148,test
customer-0149-2025-01,customer-0149,train
customer-0149-2025-02,customer-0149,train
customer-0149-2025-03,customer-0149,train
customer-0150-2025-01,customer-0150,train
customer-0150-2025-02,customer-0150,train
customer-0150-2025-03,customer-0150,train
customer-0151-2025-01,customer-0151,validation
customer-0151-2025-02,customer-0151,validation
customer-0151-2025-03,customer-0151,validation
customer-0152-2025-01,customer-0152,train
customer-0152-2025-02,customer-0152,train
customer-0152-2025-03,customer-0152,train
customer-0153-2025-01,customer-0153,test
customer-0153-2025-02,customer-0153,test
customer-0153-2025-03,customer-0153,test
customer-0154-2025-01,customer-0154,validation
customer-0154-2025-02,customer-0154,validation
customer-0154-2025-03,customer-0154,validation
customer-0155-2025-01,customer-0155,test
customer-0155-2025-02,customer-0155,test
customer-0155-2025-03,customer-0155,test
customer-0156-2025-01,customer-0156,test
customer-0156-2025-02,customer-0156,test
customer-0156-2025-03,customer-0156,test
customer-0157-2025-01,customer-0157,train
customer-0157-2025-02,customer-0157,train
customer-0157-2025-03,customer-0157,train
customer-0158-2025-01,customer-0158,train
customer-0158-2025-02,customer-0158,train
customer-0158-2025-03,customer-0158,train
customer-0159-2025-01,customer-0159,validation
customer-0159-2025-02,customer-0159,validation
customer-0159-2025-03,customer-0159,validation
customer-0160-2025-01,customer-0160,train
customer-0160-2025-02,customer-0160,train
customer-0160-2025-03,customer-0160,train
customer-0161-2025-01,customer-0161,test
customer-0161-2025-02,customer-0161,test
customer-0161-2025-03,customer-0161,test
customer-0162-2025-01,customer-0162,train
customer-0162-2025-02,customer-0162,train
customer-0162-2025-03,customer-0162,train
customer-0163-2025-01,customer-0163,train
customer-0163-2025-02,customer-0163,train
customer-0163-2025-03,customer-0163,train
customer-0164-2025-01,customer-0164,train
customer-0164-2025-02,customer-0164,train
customer-0164-2025-03,customer-0164,train
customer-0165-2025-01,customer-0165,test
customer-0165-2025-02,customer-0165,test
customer-0165-2025-03,customer-0165,test
customer-0166-2025-01,customer-0166,train
customer-0166-2025-02,customer-0166,train
customer-0166-2025-03,customer-0166,train
customer-0167-2025-01,customer-0167,train
customer-0167-2025-02,customer-0167,train
customer-0167-2025-03,customer-0167,train
customer-0168-2025-01,customer-0168,train
customer-0168-2025-02,customer-0168,train
customer-0168-2025-03,customer-0168,train
customer-0169-2025-01,customer-0169,train
customer-0169-2025-02,customer-0169,train
customer-0169-2025-03,customer-0169,train
customer-0170-2025-01,customer-0170,train
customer-0170-2025-02,customer-0170,train
customer-0170-2025-03,customer-0170,train
customer-0171-2025-01,customer-0171,train
customer-0171-2025-02,customer-0171,train
customer-0171-2025-03,customer-0171,train
customer-0172-2025-01,customer-0172,test
customer-0172-2025-02,customer-0172,test
customer-0172-2025-03,customer-0172,test
customer-0173-2025-01,customer-0173,test
customer-0173-2025-02,customer-0173,test
customer-0173-2025-03,customer-0173,test
customer-0174-2025-01,customer-0174,validation
customer-0174-2025-02,customer-0174,validation
customer-0174-2025-03,customer-0174,validation
customer-0175-2025-01,customer-0175,train
customer-0175-2025-02,customer-0175,train
customer-0175-2025-03,customer-0175,train
customer-0176-2025-01,customer-0176,train
customer-0176-2025-02,customer-0176,train
customer-0176-2025-03,customer-0176,train
customer-0177-2025-01,customer-0177,validation
customer-0177-2025-02,customer-0177,validation
customer-0177-2025-03,customer-0177,validation
customer-0178-2025-01,customer-0178,validation
customer-0178-2025-02,customer-0178,validation
customer-0178-2025-03,customer-0178,validation
customer-0179-2025-01,customer-0179,train
customer-0179-2025-02,customer-0179,train
customer-0179-2025-03,customer-0179,train
customer-0180-2025-01,customer-0180,train
customer-0180-2025-02,customer-0180,train
customer-0180-2025-03,customer-0180,train
customer-0181-2025-01,customer-0181,test
customer-0181-2025-02,customer-0181,test
customer-0181-2025-03,customer-0181,test
customer-0182-2025-01,customer-0182,train
customer-0182-2025-02,customer-0182,train
customer-0182-2025-03,customer-0182,train
customer-0183-2025-01,customer-0183,test
customer-0183-2025-02,customer-0183,test
customer-0183-2025-03,customer-0183,test
customer-0184-2025-01,customer-0184,train
customer-0184-2025-02,customer-0184,train
customer-0184-2025-03,customer-0184,train
customer-0185-2025-01,customer-0185,validation
customer-0185-2025-02,customer-0185,validation
customer-0185-2025-03,customer-0185,validation
customer-0186-2025-01,customer-0186,train
customer-0186-2025-02,customer-0186,train
customer-0186-2025-03,customer-0186,train
customer-0187-2025-01,customer-0187,train
customer-0187-2025-02,customer-0187,train
customer-0187-2025-03,customer-0187,train
customer-0188-2025-01,customer-0188,test
customer-0188-2025-02,customer-0188,test
customer-0188-2025-03,customer-0188,test
customer-0189-2025-01,customer-0189,train
customer-0189-2025-02,customer-0189,train
customer-0189-2025-03,customer-0189,train
customer-0190-2025-01,customer-0190,train
customer-0190-2025-02,customer-0190,train
customer-0190-2025-03,customer-0190,train
customer-0191-2025-01,customer-0191,validation
customer-0191-2025-02,customer-0191,validation
customer-0191-2025-03,customer-0191,validation
customer-0192-2025-01,customer-0192,train
customer-0192-2025-02,customer-0192,train
customer-0192-2025-03,customer-0192,train
customer-0193-2025-01,customer-0193,train
customer-0193-2025-02,customer-0193,train
customer-0193-2025-03,customer-0193,train
customer-0194-2025-01,customer-0194,train
customer-0194-2025-02,customer-0194,train
customer-0194-2025-03,customer-0194,train
customer-0195-2025-01,customer-0195,test
customer-0195-2025-02,customer-0195,test
customer-0195-2025-03,customer-0195,test
customer-0196-2025-01,customer-0196,validation
customer-0196-2025-02,customer-0196,validation
customer-0196-2025-03,customer-0196,validation
customer-0197-2025-01,customer-0197,validation
customer-0197-2025-02,customer-0197,validation
customer-0197-2025-03,customer-0197,validation
customer-0198-2025-01,customer-0198,train
customer-0198-2025-02,customer-0198,train
customer-0198-2025-03,customer-0198,train
customer-0199-2025-01,customer-0199,validation
customer-0199-2025-02,customer-0199,validation
customer-0199-2025-03,customer-0199,validation
customer-0200-2025-01,customer-0200,test
customer-0200-2025-02,customer-0200,test
customer-0200-2025-03,customer-0200,test
customer-0201-2025-01,customer-0201,validation
customer-0201-2025-02,customer-0201,validation
customer-0201-2025-03,customer-0201,validation
customer-0202-2025-01,customer-0202,test
customer-0202-2025-02,customer-0202,test
customer-0202-2025-03,customer-0202,test
customer-0203-2025-01,customer-0203,test
customer-0203-2025-02,customer-0203,test
customer-0203-2025-03,customer-0203,test
customer-0204-2025-01,customer-0204,train
customer-0204-2025-02,customer-0204,train
customer-0204-2025-03,customer-0204,train
customer-0205-2025-01,customer-0205,train
customer-0205-2025-02,customer-0205,train
customer-0205-2025-03,customer-0205,train
customer-0206-2025-01,customer-0206,test
customer-0206-2025-02,customer-0206,test
customer-0206-2025-03,customer-0206,test
customer-0207-2025-01,customer-0207,test
customer-0207-2025-02,customer-0207,test
customer-0207-2025-03,customer-0207,test
customer-0208-2025-01,customer-0208,test
customer-0208-2025-02,customer-0208,test
customer-0208-2025-03,customer-0208,test
customer-0209-2025-01,customer-0209,train
customer-0209-2025-02,customer-0209,train
customer-0209-2025-03,customer-0209,train
customer-0210-2025-01,customer-0210,validation
customer-0210-2025-02,customer-0210,validation
customer-0210-2025-03,customer-0210,validation
customer-0211-2025-01,customer-0211,test
customer-0211-2025-02,customer-0211,test
customer-0211-2025-03,customer-0211,test
customer-0212-2025-01,customer-0212,test
customer-0212-2025-02,customer-0212,test
customer-0212-2025-03,customer-0212,test
customer-0213-2025-01,customer-0213,validation
customer-0213-2025-02,customer-0213,validation
customer-0213-2025-03,customer-0213,validation
customer-0214-2025-01,customer-0214,train
customer-0214-2025-02,customer-0214,train
customer-0214-2025-03,customer-0214,train
customer-0215-2025-01,customer-0215,train
customer-0215-2025-02,customer-0215,train
customer-0215-2025-03,customer-0215,train
customer-0216-2025-01,customer-0216,train
customer-0216-2025-02,customer-0216,train
customer-0216-2025-03,customer-0216,train
customer-0217-2025-01,customer-0217,train
customer-0217-2025-02,customer-0217,train
customer-0217-2025-03,customer-0217,train
customer-0218-2025-01,customer-0218,test
customer-0218-2025-02,customer-0218,test
customer-0218-2025-03,customer-0218,test
customer-0219-2025-01,customer-0219,train
customer-0219-2025-02,customer-0219,train
customer-0219-2025-03,customer-0219,train
customer-0220-2025-01,customer-0220,validation
customer-0220-2025-02,customer-0220,validation
customer-0220-2025-03,customer-0220,validation
customer-0221-2025-01,customer-0221,train
customer-0221-2025-02,customer-0221,train
customer-0221-2025-03,customer-0221,train
customer-0222-2025-01,customer-0222,validation
customer-0222-2025-02,customer-0222,validation
customer-0222-2025-03,customer-0222,validation
customer-0223-2025-01,customer-0223,train
customer-0223-2025-02,customer-0223,train
customer-0223-2025-03,customer-0223,train
customer-0224-2025-01,customer-0224,validation
customer-0224-2025-02,customer-0224,validation
customer-0224-2025-03,customer-0224,validation
customer-0225-2025-01,customer-0225,validation
customer-0225-2025-02,customer-0225,validation
customer-0225-2025-03,customer-0225,validation
customer-0226-2025-01,customer-0226,train
customer-0226-2025-02,customer-0226,train
customer-0226-2025-03,customer-0226,train
customer-0227-2025-01,customer-0227,train
customer-0227-2025-02,customer-0227,train
customer-0227-2025-03,customer-0227,train
customer-0228-2025-01,customer-0228,train
customer-0228-2025-02,customer-0228,train
customer-0228-2025-03,customer-0228,train
customer-0229-2025-01,customer-0229,test
customer-0229-2025-02,customer-0229,test
customer-0229-2025-03,customer-0229,test
customer-0230-2025-01,customer-0230,train
customer-0230-2025-02,customer-0230,train
customer-0230-2025-03,customer-0230,train
customer-0231-2025-01,customer-0231,test
customer-0231-2025-02,customer-0231,test
customer-0231-2025-03,customer-0231,test
customer-0232-2025-01,customer-0232,test
customer-0232-2025-02,customer-0232,test
customer-0232-2025-03,customer-0232,test
customer-0233-2025-01,customer-0233,test
customer-0233-2025-02,customer-0233,test
customer-0233-2025-03,customer-0233,test
customer-0234-2025-01,customer-0234,train
customer-0234-2025-02,customer-0234,train
customer-0234-2025-03,customer-0234,train
customer-0235-2025-01,customer-0235,validation
customer-0235-2025-02,customer-0235,validation
customer-0235-2025-03,customer-0235,validation
customer-0236-2025-01,customer-0236,train
customer-0236-2025-02,customer-0236,train
customer-0236-2025-03,customer-0236,train
customer-0237-2025-01,customer-0237,train
customer-0237-2025-02,customer-0237,train
customer-0237-2025-03,customer-0237,train
customer-0238-2025-01,customer-0238,test
customer-0238-2025-02,customer-0238,test
customer-0238-2025-03,customer-0238,test
customer-0239-2025-01,customer-0239,train
customer-0239-2025-02,customer-0239,train
customer-0239-2025-03,customer-0239,train
customer-0240-2025-01,customer-0240,validation
customer-0240-2025-02,customer-0240,validation
customer-0240-2025-03,customer-0240,validation
